incident_id,date,time,crime_category,area,district,latitude,longitude,location_type,description
SYN-2024-01414,2024-07-20,14:46:51,Narcotics,Downtown Central,District 1,37.779053,-122.418448,Transit Station,Reported Narcotics at Transit Station
SYN-2024-02959,2024-07-20,17:34:56,Vandalism,Waterfront Marina,District 2,37.794335,-122.445652,Transit Station,Reported Vandalism at Transit Station
SYN-2024-03022,2024-07-20,17:56:53,Motor Vehicle Theft,Mission Commercial,District 3,37.757773,-122.412658,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-00613,2024-07-20,19:32:37,Public Disorder,Downtown Central,District 1,37.790083,-122.399636,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-00808,2024-07-21,15:07:28,Motor Vehicle Theft,Mission Commercial,District 3,37.746446,-122.399267,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-00859,2024-07-21,15:09:26,Vandalism,Downtown Central,District 1,37.778995,-122.411586,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-02594,2024-07-21,15:15:23,Vandalism,Waterfront Marina,District 2,37.735201,-122.449753,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-02658,2024-07-21,16:32:10,Theft / Larceny,Mission Commercial,District 3,37.760596,-122.42049,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-02055,2024-07-21,19:07:00,Theft / Larceny,Westside Arts,District 5,37.772388,-122.426904,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-01986,2024-07-21,20:02:28,Theft / Larceny,Waterfront Marina,District 2,37.801825,-122.436257,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-01283,2024-07-21,20:36:12,Burglary,Westside Arts,District 5,37.775102,-122.437586,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01944,2024-07-21,23:17:34,Vandalism,Downtown Central,District 1,37.783645,-122.412786,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-02378,2024-07-21,23:20:57,Motor Vehicle Theft,Mission Commercial,District 3,37.761172,-122.418262,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-01197,2024-07-22,13:38:49,Public Disorder,Downtown Central,District 1,37.777984,-122.416843,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-03972,2024-07-22,14:25:23,Robbery,Waterfront Marina,District 2,37.770269,-122.409824,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-02018,2024-07-22,14:29:11,Assault,Downtown Central,District 1,37.785612,-122.411307,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-00430,2024-07-22,17:34:11,Burglary,South Rail Corridor,District 4,37.739882,-122.391282,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00866,2024-07-22,19:06:44,Theft / Larceny,Westside Arts,District 5,37.770708,-122.437769,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-02921,2024-07-22,19:17:40,Theft / Larceny,Westside Arts,District 5,37.772748,-122.432065,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-03225,2024-07-22,20:11:13,Fraud,Westside Arts,District 5,37.767989,-122.432293,Parking Facility,Reported Fraud at Parking Facility
SYN-2024-03662,2024-07-22,20:22:07,Assault,Mission Commercial,District 3,37.765353,-122.416726,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-00919,2024-07-23,04:21:38,Burglary,Mission Commercial,District 3,37.755183,-122.417587,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03235,2024-07-23,12:21:47,Vandalism,Mission Commercial,District 3,37.760891,-122.433402,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-00674,2024-07-23,21:30:17,Burglary,Mission Commercial,District 3,37.756778,-122.4218,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01774,2024-07-24,19:08:09,Narcotics,Downtown Central,District 1,37.781637,-122.417292,Residential Apartment,Reported Narcotics at Residential Apartment
SYN-2024-03714,2024-07-24,19:23:12,Motor Vehicle Theft,Westside Arts,District 5,37.767789,-122.435984,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-03142,2024-07-24,20:07:18,Burglary,South Rail Corridor,District 4,37.752125,-122.411233,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02275,2024-07-24,21:59:21,Assault,Downtown Central,District 1,37.779801,-122.413918,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02354,2024-07-25,09:04:30,Motor Vehicle Theft,Waterfront Marina,District 2,37.804974,-122.437394,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-01312,2024-07-25,11:12:20,Public Disorder,Waterfront Marina,District 2,37.807886,-122.435922,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-03752,2024-07-25,12:56:31,Public Disorder,Downtown Central,District 1,37.774329,-122.413752,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-04300,2024-07-25,13:33:03,Burglary,South Rail Corridor,District 4,37.736504,-122.391995,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03109,2024-07-25,15:59:40,Theft / Larceny,Waterfront Marina,District 2,37.800314,-122.434204,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-04124,2024-07-25,23:19:21,Public Disorder,Downtown Central,District 1,37.778719,-122.420857,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02358,2024-07-26,00:50:32,Public Disorder,Downtown Central,District 1,37.779126,-122.422088,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00574,2024-07-26,01:36:03,Theft / Larceny,Downtown Central,District 1,37.781093,-122.413125,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-01555,2024-07-26,07:46:11,Robbery,Mission Commercial,District 3,37.762764,-122.423019,Bar / Restaurant,Reported Robbery at Bar / Restaurant
SYN-2024-04095,2024-07-26,17:05:12,Theft / Larceny,Downtown Central,District 1,37.779444,-122.415942,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-02767,2024-07-26,17:14:45,Vandalism,Mission Commercial,District 3,37.760173,-122.418764,Transit Station,Reported Vandalism at Transit Station
SYN-2024-00282,2024-07-26,19:06:09,Assault,Downtown Central,District 1,37.782194,-122.417722,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-00563,2024-07-26,19:47:43,Theft / Larceny,Mission Commercial,District 3,37.762702,-122.41961,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-01698,2024-07-26,19:51:34,Assault,Downtown Central,District 1,37.759906,-122.447702,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-00402,2024-07-26,21:43:26,Vandalism,Waterfront Marina,District 2,37.794791,-122.438442,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-02944,2024-07-27,10:36:41,Narcotics,South Rail Corridor,District 4,37.749417,-122.400313,Bar / Restaurant,Reported Narcotics at Bar / Restaurant
SYN-2024-02372,2024-07-27,11:32:45,Vandalism,Downtown Central,District 1,37.783863,-122.413089,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-01500,2024-07-27,13:38:05,Vandalism,Waterfront Marina,District 2,37.798282,-122.435936,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-03381,2024-07-27,15:50:15,Theft / Larceny,Westside Arts,District 5,37.774024,-122.43687,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-01668,2024-07-27,17:37:28,Public Disorder,Downtown Central,District 1,37.780369,-122.415093,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02127,2024-07-27,18:21:46,Assault,Mission Commercial,District 3,37.757593,-122.411589,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-01049,2024-07-27,22:27:46,Public Disorder,Mission Commercial,District 3,37.758112,-122.427771,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-03137,2024-07-28,00:02:58,Vandalism,South Rail Corridor,District 4,37.74744,-122.391912,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-02324,2024-07-28,08:12:43,Assault,Mission Commercial,District 3,37.762653,-122.421861,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-03169,2024-07-28,11:59:46,Fraud,Waterfront Marina,District 2,37.801066,-122.444628,Alleyway,Reported Fraud at Alleyway
SYN-2024-04239,2024-07-28,12:33:03,Fraud,Westside Arts,District 5,37.770826,-122.439389,Alleyway,Reported Fraud at Alleyway
SYN-2024-03826,2024-07-28,16:06:42,Robbery,Downtown Central,District 1,37.778856,-122.422793,Parking Facility,Reported Robbery at Parking Facility
SYN-2024-01358,2024-07-28,16:11:07,Robbery,Westside Arts,District 5,37.776684,-122.441569,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2024-01632,2024-07-28,18:06:14,Robbery,Downtown Central,District 1,37.779093,-122.406256,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-01010,2024-07-28,18:59:48,Theft / Larceny,Westside Arts,District 5,37.770452,-122.436929,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-02974,2024-07-28,20:10:46,Vandalism,Downtown Central,District 1,37.785532,-122.414158,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2024-03719,2024-07-28,23:27:49,Motor Vehicle Theft,South Rail Corridor,District 4,37.743251,-122.393313,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-03856,2024-07-29,02:15:17,Public Disorder,Waterfront Marina,District 2,37.799813,-122.437533,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-01022,2024-07-29,17:34:03,Burglary,Westside Arts,District 5,37.780095,-122.438231,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03806,2024-07-29,17:40:57,Theft / Larceny,Downtown Central,District 1,37.776836,-122.413872,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-02436,2024-07-29,18:29:43,Theft / Larceny,Downtown Central,District 1,37.773945,-122.414383,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-04005,2024-07-30,08:42:01,Burglary,Mission Commercial,District 3,37.757847,-122.41361,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01445,2024-07-30,09:42:54,Burglary,South Rail Corridor,District 4,37.745057,-122.390365,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02882,2024-07-30,14:53:51,Vandalism,Downtown Central,District 1,37.775892,-122.421632,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-01048,2024-07-30,15:10:01,Theft / Larceny,Mission Commercial,District 3,37.804925,-122.457938,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-01899,2024-07-30,19:10:33,Narcotics,South Rail Corridor,District 4,37.747806,-122.399896,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2024-02344,2024-07-30,20:40:43,Fraud,Downtown Central,District 1,37.778141,-122.417619,Bar / Restaurant,Reported Fraud at Bar / Restaurant
SYN-2024-02005,2024-07-30,22:55:53,Fraud,Westside Arts,District 5,37.778565,-122.435753,Residential Apartment,Reported Fraud at Residential Apartment
SYN-2024-00658,2024-07-30,23:18:46,Motor Vehicle Theft,Westside Arts,District 5,37.784679,-122.433231,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-03040,2024-07-30,23:46:56,Robbery,Westside Arts,District 5,37.772088,-122.43606,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2024-02877,2024-07-31,09:54:04,Burglary,South Rail Corridor,District 4,37.740639,-122.390145,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03081,2024-07-31,11:26:59,Theft / Larceny,Mission Commercial,District 3,37.761109,-122.418511,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-04109,2024-07-31,12:07:49,Burglary,Westside Arts,District 5,37.772216,-122.433573,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01099,2024-07-31,12:32:35,Vandalism,Waterfront Marina,District 2,37.802754,-122.434006,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-02451,2024-07-31,14:30:01,Public Disorder,Waterfront Marina,District 2,37.79659,-122.439356,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-04199,2024-07-31,16:22:05,Narcotics,South Rail Corridor,District 4,37.742409,-122.394003,Park / Public Space,Reported Narcotics at Park / Public Space
SYN-2024-02924,2024-07-31,16:34:23,Robbery,Westside Arts,District 5,37.77449,-122.43555,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-03128,2024-07-31,18:49:17,Vandalism,Downtown Central,District 1,37.769762,-122.411432,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-01178,2024-08-01,14:25:12,Vandalism,Downtown Central,District 1,37.783813,-122.407539,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-01900,2024-08-02,12:27:54,Motor Vehicle Theft,Mission Commercial,District 3,37.767554,-122.419674,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-03293,2024-08-02,12:39:58,Burglary,Waterfront Marina,District 2,37.805123,-122.434247,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01908,2024-08-02,19:03:45,Public Disorder,Downtown Central,District 1,37.776323,-122.419956,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-02955,2024-08-02,21:26:38,Public Disorder,South Rail Corridor,District 4,37.751947,-122.392131,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-03078,2024-08-03,01:51:58,Motor Vehicle Theft,Downtown Central,District 1,37.781117,-122.412046,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-01392,2024-08-03,04:54:02,Vandalism,Downtown Central,District 1,37.781487,-122.418468,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-04195,2024-08-03,07:22:59,Narcotics,South Rail Corridor,District 4,37.752748,-122.395497,Alleyway,Reported Narcotics at Alleyway
SYN-2024-03859,2024-08-03,14:37:31,Public Disorder,Waterfront Marina,District 2,37.794379,-122.432839,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-00879,2024-08-03,16:00:41,Robbery,Downtown Central,District 1,37.788404,-122.420291,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-00728,2024-08-03,17:01:58,Burglary,Westside Arts,District 5,37.775499,-122.434987,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-00398,2024-08-03,17:26:01,Public Disorder,Downtown Central,District 1,37.778068,-122.417987,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-03175,2024-08-03,18:13:40,Vandalism,Downtown Central,District 1,37.787725,-122.41757,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2024-00032,2024-08-03,18:42:06,Public Disorder,Mission Commercial,District 3,37.762626,-122.420322,,Reported Public Disorder at Park / Public Space
SYN-2024-03358,2024-08-04,08:32:46,Burglary,Waterfront Marina,District 2,37.804692,-122.439382,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03331,2024-08-04,12:59:28,Robbery,South Rail Corridor,District 4,37.736718,-122.388538,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2024-03729,2024-08-04,13:31:08,Public Disorder,Waterfront Marina,District 2,37.803722,-122.437999,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-04038,2024-08-04,13:38:36,Theft / Larceny,Downtown Central,District 1,37.77848,-122.410318,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-02071,2024-08-04,13:44:50,Theft / Larceny,Waterfront Marina,District 2,37.803837,-122.432868,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-02839,2024-08-04,14:02:50,Public Disorder,Waterfront Marina,District 2,37.805246,-122.437095,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-00532,2024-08-04,15:12:35,Fraud,Mission Commercial,District 3,37.765956,-122.419095,Bar / Restaurant,Reported Fraud at Bar / Restaurant
SYN-2024-02659,2024-08-04,17:05:18,Narcotics,Westside Arts,District 5,37.777816,-122.436191,Alleyway,Reported Narcotics at Alleyway
SYN-2024-03749,2024-08-04,22:46:50,Public Disorder,Downtown Central,District 1,37.780794,-122.418719,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-03631,2024-08-04,23:39:22,Theft / Larceny,Waterfront Marina,District 2,37.804823,-122.434938,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-01501,2024-08-05,09:13:16,Public Disorder,Waterfront Marina,District 2,37.804329,-122.431762,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00668,2024-08-05,23:33:49,Burglary,Mission Commercial,District 3,37.75822,-122.418979,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02310,2024-08-06,08:50:21,Motor Vehicle Theft,Westside Arts,District 5,37.776839,-122.437588,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
